1993-09-14 10:07:35|-55.0
2020-01-30 05:18:22|420.0
2020-03-22 10:19:03|140.0
2020-06-14 17:10:43|275.0
2020-07-21 07:35:17|190.0
2020-11-18 20:04:50|530.0
2021-04-05 13:38:12|450.0
2021-05-11 22:49:11|375.0
2021-08-14 17:09:32|195.0
2021-09-13 10:19:23|-5.0
2021-09-14 10:07:35|5.0
2021-11-02 09:10:34|225.0
2021-12-02 19:41:29|360.0
2022-02-06 21:33:08|185.0
2022-05-10 14:23:45|350.0
2022-09-25 12:34:01|285.0
2022-10-16 15:12:47|250.0
2022-12-08 20:22:09|305.0
2023-03-15 18:50:28|410.0
2023-06-08 14:27:15|295.0
2023-07-07 06:13:54|330.0
2023-08-19 16:57:25|490.0
2023-09-13 10:19:23|-5.0
2023-09-30 11:22:36|320.0
2023-10-29 23:11:40|460.0
2024-01-25 12:47:53|515.0
2024-02-28 08:30:59|600.0
2024-03-21 11:56:49|150.0
2024-04-13 09:45:38|220.0
2024-09-08 22:55:03|125.0
2024-09-08 22:55:11|252.0
2024-09-08 22:55:16|325.0
2024-09-08 23:01:33|125.0
2024-09-10 09:27:39|555.0
2024-09-10 18:14:22|500.0
2024-09-10 18:21:04|50.0
2024-09-10 18:27:06|1.0
2024-09-10 18:31:00|2.0
2024-09-10 18:31:12|2.0
2024-09-10 18:32:05|25.0
2024-09-10 18:33:31|2.0
2024-09-10 18:34:44|1.0
2024-09-10 18:42:37|5.0
2024-09-10 18:42:41|5.0
2024-09-10 18:43:56|5.0
2024-09-13 10:17:58|-5.0
2024-09-13 10:19:12|5.0
2024-09-13 10:19:23|-55.0
2024-09-13 10:19:23|-5.0
2024-09-14 10:07:35|-255.0
2024-09-14 10:07:35|5.0
